Unnamed: 0,address,categories,city,country,latitude,longitude,name,postalCode,province,websites
4390,3210 N 5th St Hwy,Fast Food Restaurant,Reading,US,40.383884,-75.928116,Arby's,19605,PA,http://www.arbys.com
4391,91 N Londonderry Sq,Fast Food Restaurant,Palmyra,US,40.320538,-76.562834,Arby's,17078,PA,"http://www.arbys.com,http://locations.arbys.com/us/pa/palmyra/91-n-londonderry-sq.html"
4392,577 Franklin Mills Blvd,"Fast Food Restaurant, American Restaurant, and Sandwich Place Northeast Philadelphia",Philadelphia,US,40.089864,-74.964175,Arby's,19154,PA,"http://www.arbys.com,https://locations.arbys.com/us/pa/philadelphia/577-franklin-mills-blvd.html,http://arbys.com"
4393,800 Commons Dr,"Fast Food Restaurant, Sandwich Place, and American Restaurant",Parkesburg,US,39.982869,-75.935227,Arby's,19365,PA,"http://www.arbys.com,https://locations.arbys.com/us/pa/parkesburg/800-commons-dr.html,http://locations.arbys.com/us/pa/parkesburg/800-commons-dr.html"
4394,3224 Wilmington Rd,"American Restaurant, Fast Food Restaurant, and Sandwich Place",New Castle,US,41.053988,-80.356756,Arby's,16105,PA,"http://www.arbys.com,http://locations.arbys.com/us/pa/new-castle/3224-wilmington-rd.html,http://arbys.com"
4395,16 E Germantown Pike,Fast Food Restaurants,Norristown,US,40.140354,-75.311482,Arby's,19401,PA,http://locations.arbys.com/us/pa/norristown/16-e-germantown-pike.html
4396,2210 Summit Ridge Plaza,Fast Food,Mount Pleasant,US,40.128341,-79.548106,Arby's,15666,PA,"http://www.arbys.com,https://locations.arbys.com/us/pa/mount-pleasant/2210-summit-ridge-plaza.html"
4397,9242 Route 30,Fast Food Restaurant,Irwin,US,40.321592,-79.695752,Arby's,15642,PA,"http://www.arbys.com,https://locations.arbys.com/us/pa/irwin/9242-route-30.html"
4398,1243 Scalp Ave,Fast Food Restaurants,Johnstown,US,40.276861,-78.860262,Arby's,15904,PA,"http://www.arbys.com,https://locations.arbys.com/us/pa/johnstown/1243-scalp-ave.html,http://locations.arbys.com/us/pa/johnstown/1243-scalp-ave.html"
4399,7521 New Perry Hwy,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Erie,US,42.072191,-80.04191,Arby's,16509,PA,"http://www.arbys.com,http://arbys.com"
4400,1099 Wayne Ave,Fast Food,Chambersburg,US,39.910492,-77.649344,Arby's,17201,PA,"http://www.arbys.com,https://locations.arbys.com/us/pa/chambersburg/1099-wayne-ave.html"
4528,4300 Roosevelt Blvd,Fast Food,Philadelphia,US,40.029759,-75.105425,Charlie's Pizzeria,19124,PA,http://charlies-pizzeria.com
4679,501 Harrison Ave,Fast Food Restaurants,Jeannette,US,40.332139,-79.606104,Johnny's Wife's Place,15644,PA,"http://www.facebook.com,http://johnnyswifesplace.com"
4701,326 N Chester Pike,Fast Food Restaurants,Glenolden,US,39.903139,-75.283903,Subway,19036,PA,http://www.subway.com
4704,1136 Baltimore Pike,Fast Food Restaurants,Springfield,US,39.913852,-75.345867,Subway,19064,PA,http://www.subway.com
4982,308 S Queen St,Fast Food Restaurants,Lancaster,US,40.033293,-76.30476,Dominion Pizza,17603,PA,http://www.dominionpizza.com
5042,520 Galleria Dr,Fast Food Restaurants,Johnstown,US,40.297204,-78.835989,Long John Silver's,15904,PA,http://www.ljsilvers.com
5117,385 S Cedar Crest Blvd,Fast Food Restaurant,Allentown,US,40.58345,-75.522602,Boston Market,18103,PA,"https://www.bostonmarket.com/menu,https://bostonmarket.com/location/allentown-pa-1323/?utm_source=Yext&utm_medium=click&utm_campaign=listings&utm_content=1323"
5118,385 S Cedar Crest Blvd,Fast Food Restaurants,Allentown,US,40.58345,-75.522602,Boston Market,18103,PA,"https://www.bostonmarket.com/menu,https://bostonmarket.com/location/allentown-pa-1323/?utm_source=Yext&utm_medium=click&utm_campaign=listings&utm_content=1323"
5140,14 Main St,Fast Food Restaurants,Glen Rock,US,39.793478,-76.730896,Mignano Bros,17327,PA,http://mignanopizza.com
5146,258 E Lincoln Hwy,Fast Food Restaurants,Coatesville,US,39.983436,-75.820852,Crown Fried Chicken,19320,PA,http://www.crownfriedchicken.com
5182,5372 Allentown Pike,Fast Food,Temple,US,40.417026,-75.918858,McDonald's,19560,PA,http://mcdonalds.com
5192,25 E Chestnut St,Fast Food Restaurants,Mifflinburg,US,40.921585,-77.035668,McDonald's,17844,PA,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
5193,4235 Walnut St,Fast Food,McKeesport,US,40.32189,-79.837342,McDonald's,15132,PA,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://www.mcdonalds.com"
5194,430 N Queen St,Fast Food,Littlestown,US,39.74966,-77.093895,McDonald's,17340,PA,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
5195,423 Bellefonte Ave,Fast Food,Lock Haven,US,41.134843,-77.453863,McDonald's,17745,PA,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
5196,1257 Blakeslee Boulevard Dr E,Fast Food Restaurant,Lehighton,US,40.814993,-75.734528,McDonald's,18235,PA,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
5197,1880 Hempstead Rd,Fast Food Restaurant,Lancaster,US,40.052142,-76.255412,McDonald's,17601,PA,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
5198,1829 Oregon Pike,Fast Food,Lancaster,US,40.076886,-76.296172,McDonald's,17601,PA,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
5199,219 Haynes St,Fast Food Restaurant,Johnstown,US,40.320764,-78.919648,McDonald's,15901,PA,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
5200,516 School House Rd,Fast Food Restaurant,Kennett Square,US,39.859703,-75.691448,McDonald's,19348,PA,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
5201,530 Galleria Dr,Fast Food Restaurant,Johnstown,US,40.297585,-78.835691,McDonald's,15904,PA,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
